CBSA Code,County/County Equivalent,ST,State Name,County_ST,CBSA Title,Metropolitan/Micropolitan Statistical Area,2012 pop estimate,,
34820,Brunswick County,NC,North Carolina,Brunswick County NC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,"112,257",,
34820,Horry County,SC,South Carolina,Horry County SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,"282,285",,
34860,Nacogdoches County,TX,Texas,Nacogdoches County TX,"Nacogdoches, TX",Micropolitan Statistical Area,"66,034",,
34900,Napa County,CA,California,Napa County CA,"Napa, CA",Metropolitan Statistical Area,"139,045",,
34940,Collier County,FL,Florida,Collier County FL,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,"332,427",,
34980,Trousdale County,TN,Tennessee,Trousdale County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"7,795",,
34980,Cannon County,TN,Tennessee,Cannon County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"13,811",,
34980,Smith County,TN,Tennessee,Smith County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"19,102",,
34980,Macon County,TN,Tennessee,Macon County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"22,498",,
34980,Hickman County,TN,Tennessee,Hickman County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"24,170",,
34980,Cheatham County,TN,Tennessee,Cheatham County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"39,271",,
34980,Dickson County,TN,Tennessee,Dickson County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"50,381",,
34980,Robertson County,TN,Tennessee,Robertson County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"66,931",,
34980,Maury County,TN,Tennessee,Maury County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"81,990",,
34980,Wilson County,TN,Tennessee,Wilson County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"118,961",,
34980,Sumner County,TN,Tennessee,Sumner County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"166,123",,
34980,Williamson County,TN,Tennessee,Williamson County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"192,911",,
34980,Rutherford County,TN,Tennessee,Rutherford County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"274,454",,
34980,Davidson County,TN,Tennessee,Davidson County TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,"648,295",,
35020,Concordia Parish,LA,Louisiana,Concordia Parish LA,"Natchez, MS-LA",Micropolitan Statistical Area,"20,365",,
35020,Adams County,MS,Mississippi,Adams County MS,"Natchez, MS-LA",Micropolitan Statistical Area,"32,122",,
35060,Natchitoches Parish,LA,Louisiana,Natchitoches Parish LA,"Natchitoches, LA",Micropolitan Statistical Area,"39,436",,
35100,Jones County,NC,North Carolina,Jones County NC,"New Bern, NC",Metropolitan Statistical Area,"10,275",,
35100,Pamlico County,NC,North Carolina,Pamlico County NC,"New Bern, NC",Metropolitan Statistical Area,"13,074",,
35100,Craven County,NC,North Carolina,Craven County NC,"New Bern, NC",Metropolitan Statistical Area,"104,770",,
35220,Henry County,IN,Indiana,Henry County IN,"New Castle, IN",Micropolitan Statistical Area,"49,345",,
35260,Lawrence County,PA,Pennsylvania,Lawrence County PA,"New Castle, PA",Micropolitan Statistical Area,"89,871",,
35300,New Haven County,CN,Connecticut,New Haven County CN,"New Haven-Milford, CT",Metropolitan Statistical Area,"862,813",,
35380,St. James Parish,LA,Louisiana,St. James Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"21,722",,
35380,Plaquemines Parish,LA,Louisiana,Plaquemines Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"23,921",,
35380,St. Bernard Parish,LA,Louisiana,St. Bernard Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"41,635",,
35380,St. John the Baptist Parish,LA,Louisiana,St. John the Baptist Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"44,758",,
35380,St. Charles Parish,LA,Louisiana,St. Charles Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"52,681",,
35380,St. Tammany Parish,LA,Louisiana,St. Tammany Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"239,453",,
35380,Orleans Parish,LA,Louisiana,Orleans Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"369,250",,
35380,Jefferson Parish,LA,Louisiana,Jefferson Parish LA,"New Orleans-Metairie, LA",Metropolitan Statistical Area,"433,676",,
35420,Tuscarawas County,OH,Ohio,Tuscarawas County OH,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,"92,392",,
35580,Brown County,MN,Minnesota,Brown County MN,"New Ulm, MN",Micropolitan Statistical Area,"25,425",,
35620,Pike County,PA,Pennsylvania,Pike County PA,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"56,899",,
35620,Putnam County,NY,New York,Putnam County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"99,607",,
35620,Hunterdon County,NJ,New Jersey,Hunterdon County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"127,050",,
35620,Sussex County,NJ,New Jersey,Sussex County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"147,442",,
35620,Dutchess County,NY,New York,Dutchess County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"297,322",,
35620,Rockland County,NY,New York,Rockland County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"317,757",,
35620,Somerset County,NJ,New Jersey,Somerset County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"327,707",,
35620,Orange County,NY,New York,Orange County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"374,512",,
35620,Richmond County,NY,New York,Richmond County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"470,728",,
35620,Morris County,NJ,New Jersey,Morris County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"497,999",,
35620,Passaic County,NJ,New Jersey,Passaic County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"502,885",,
35620,Union County,NJ,New Jersey,Union County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"543,976",,
35620,Ocean County,NJ,New Jersey,Ocean County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"580,470",,
35620,Monmouth County,NJ,New Jersey,Monmouth County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"629,384",,
35620,Hudson County,NJ,New Jersey,Hudson County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"652,302",,
35620,Essex County,NJ,New Jersey,Essex County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"787,744",,
35620,Middlesex County,NJ,New Jersey,Middlesex County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"823,041",,
35620,Bergen County,NJ,New Jersey,Bergen County NJ,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"918,888",,
35620,Westchester County,NY,New York,Westchester County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"961,670",,
35620,Nassau County,NY,New York,Nassau County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"1,349,233",,
35620,Bronx County,NY,New York,Bronx County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"1,408,473",,
35620,Suffolk County,NY,New York,Suffolk County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"1,499,273",,
35620,New York County,NY,New York,New York County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"1,619,090",,
35620,Queens County,NY,New York,Queens County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"2,272,771",,
35620,Kings County,NY,New York,Kings County NY,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"2,565,635",,
35140,Newberry County,SC,South Carolina,Newberry County SC,"Newberry, SC",Micropolitan Statistical Area,"37,576",,
35440,Lincoln County,OR,Oregon,Lincoln County OR,"Newport, OR",Micropolitan Statistical Area,"46,151",,
35460,Cocke County,TN,Tennessee,Cocke County TN,"Newport, TN",Micropolitan Statistical Area,"35,571",,
35500,Jasper County,IA,Iowa,Jasper County IA,"Newton, IA",Micropolitan Statistical Area,"36,602",,
35660,Berrien County,MI,Michigan,Berrien County MI,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,"156,067",,
35700,Santa Cruz County,AZ,Arizona,Santa Cruz County AZ,"Nogales, AZ",Micropolitan Statistical Area,"47,303",,
35740,Stanton County,NE,Nebraska,Stanton County NE,"Norfolk, NE",Micropolitan Statistical Area,"6,089",,
35740,Pierce County,NE,Nebraska,Pierce County NE,"Norfolk, NE",Micropolitan Statistical Area,"7,166",,
35740,Madison County,NE,Nebraska,Madison County NE,"Norfolk, NE",Micropolitan Statistical Area,"35,031",,
35820,McPherson County,NE,Nebraska,McPherson County NE,"North Platte, NE",Micropolitan Statistical Area,509,,
35820,Logan County,NE,Nebraska,Logan County NE,"North Platte, NE",Micropolitan Statistical Area,765,,
35820,Lincoln County,NE,Nebraska,Lincoln County NE,"North Platte, NE",Micropolitan Statistical Area,"36,099",,
35840,Manatee County,FL,Florida,Manatee County FL,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,"333,895",,
35840,Sarasota County,FL,Florida,Sarasota County FL,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,"386,147",,
35860,Jennings County,IN,Indiana,Jennings County IN,"North Vernon, IN",Micropolitan Statistical Area,"28,161",,
35900,Wilkes County,NC,North Carolina,Wilkes County NC,"North Wilkesboro, NC",Micropolitan Statistical Area,"69,306",,
35940,Huron County,OH,Ohio,Huron County OH,"Norwalk, OH",Micropolitan Statistical Area,"59,280",,
35980,New London County,CN,Connecticut,New London County CN,"Norwich-New London, CT",Metropolitan Statistical Area,"274,170",,
36020,Island County,WA,Washington,Island County WA,"Oak Harbor, WA",Micropolitan Statistical Area,"79,177",,
36100,Marion County,FL,Florida,Marion County FL,"Ocala, FL",Metropolitan Statistical Area,"335,125",,
36140,Cape May County,NJ,New Jersey,Cape May County NJ,"Ocean City, NJ",Metropolitan Statistical Area,"96,304",,
36220,Ector County,TX,Texas,Ector County TX,"Odessa, TX",Metropolitan Statistical Area,"144,325",,
36260,Morgan County,UT,Utah,Morgan County UT,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"9,821",,
36260,Box Elder County,UT,Utah,Box Elder County UT,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"50,171",,
36260,Weber County,UT,Utah,Weber County UT,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"236,640",,
36260,Davis County,UT,Utah,Davis County UT,"Ogden-Clearfield, UT",Metropolitan Statistical Area,"315,809",,
36300,St. Lawrence County,NY,New York,St. Lawrence County NY,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,"112,232",,
36340,Venango County,PA,Pennsylvania,Venango County PA,"Oil City, PA",Micropolitan Statistical Area,"54,272",,
36380,Okeechobee County,FL,Florida,Okeechobee County FL,"Okeechobee, FL",Micropolitan Statistical Area,"39,467",,
36420,Lincoln County,OK,Oklahoma,Lincoln County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"34,189",,
36420,McClain County,OK,Oklahoma,McClain County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"35,613",,
36420,Logan County,OK,Oklahoma,Logan County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"43,666",,
36420,Grady County,OK,Oklahoma,Grady County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"53,118",,
36420,Canadian County,OK,Oklahoma,Canadian County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"122,560",,
36420,Cleveland County,OK,Oklahoma,Cleveland County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"265,638",,
36420,Oklahoma County,OK,Oklahoma,Oklahoma County OK,"Oklahoma City, OK",Metropolitan Statistical Area,"741,781",,
36460,Cattaraugus County,NY,New York,Cattaraugus County NY,"Olean, NY",Micropolitan Statistical Area,"79,458",,
36500,Thurston County,WA,Washington,Thurston County WA,"Olympia-Tumwater, WA",Metropolitan Statistical Area,"258,332",,
36540,Harrison County,IA,Iowa,Harrison County IA,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"14,548",,
36540,Mills County,IA,Iowa,Mills County IA,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"14,837",,
36540,Washington County,NE,Nebraska,Washington County NE,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"20,252",,
36540,Saunders County,NE,Nebraska,Saunders County NE,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"20,823",,
36540,Cass County,NE,Nebraska,Cass County NE,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"25,133",,
36540,Pottawattamie County,IA,Iowa,Pottawattamie County IA,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"92,913",,
36540,Sarpy County,NE,Nebraska,Sarpy County NE,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"165,853",,
36540,Douglas County,NE,Nebraska,Douglas County NE,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,"531,265",,
36580,Otsego County,NY,New York,Otsego County NY,"Oneonta, NY",Micropolitan Statistical Area,"61,709",,
36620,Payette County,ID,Idaho,Payette County ID,"Ontario, OR-ID",Micropolitan Statistical Area,"22,639",,
36620,Malheur County,OR,Oregon,Malheur County OR,"Ontario, OR-ID",Micropolitan Statistical Area,"30,630",,
36660,St. Landry Parish,LA,Louisiana,St. Landry Parish LA,"Opelousas, LA",Micropolitan Statistical Area,"83,662",,
36700,Orangeburg County,SC,South Carolina,Orangeburg County SC,"Orangeburg, SC",Micropolitan Statistical Area,"91,476",,
36740,Osceola County,FL,Florida,Osceola County FL,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,"287,416",,
36740,Lake County,FL,Florida,Lake County FL,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,"303,186",,
36740,Seminole County,FL,Florida,Seminole County FL,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,"430,838",,
36740,Orange County,FL,Florida,Orange County FL,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,"1,202,234",,
36780,Winnebago County,WI,Wisconsin,Winnebago County WI,"Oshkosh-Neenah, WI",Metropolitan Statistical Area,"168,794",,
36820,Mahaska County,IA,Iowa,Mahaska County IA,"Oskaloosa, IA",Micropolitan Statistical Area,"22,443",,
36830,Adams County,WA,Washington,Adams County WA,"Othello, WA",Micropolitan Statistical Area,"19,005",,
36840,Franklin County,KS,Kansas,Franklin County KS,"Ottawa, KS",Micropolitan Statistical Area,"25,906",,
36860,Putnam County,IL,Illinois,Putnam County IL,"Ottawa-Peru, IL",Micropolitan Statistical Area,"5,886",,
36860,Bureau County,IL,Illinois,Bureau County IL,"Ottawa-Peru, IL",Micropolitan Statistical Area,"34,323",,
36860,LaSalle County,IL,Illinois,LaSalle County IL,"Ottawa-Peru, IL",Micropolitan Statistical Area,"112,973",,
36900,Davis County,IA,Iowa,Davis County IA,"Ottumwa, IA",Micropolitan Statistical Area,"8,689",,
36900,Wapello County,IA,Iowa,Wapello County IA,"Ottumwa, IA",Micropolitan Statistical Area,"35,366",,
36940,Steele County,MN,Minnesota,Steele County MN,"Owatonna, MN",Micropolitan Statistical Area,"36,322",,
36980,Hancock County,KY,Kentucky,Hancock County KY,"Owensboro, KY",Metropolitan Statistical Area,"8,677",,
36980,McLean County,KY,Kentucky,McLean County KY,"Owensboro, KY",Metropolitan Statistical Area,"9,506",,
36980,Daviess County,KY,Kentucky,Daviess County KY,"Owensboro, KY",Metropolitan Statistical Area,"97,847",,
37020,Shiawassee County,MI,Michigan,Shiawassee County MI,"Owosso, MI",Micropolitan Statistical Area,"69,232",,
37060,Lafayette County,MS,Mississippi,Lafayette County MS,"Oxford, MS",Micropolitan Statistical Area,"49,495",,
37080,Granville County,NC,North Carolina,Granville County NC,"Oxford, NC",Micropolitan Statistical Area,"60,436",,
37100,Ventura County,CA,California,Ventura County CA,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,"835,981",,
37120,Dale County,AL,Alabama,Dale County AL,"Ozark, AL",Micropolitan Statistical Area,"50,444",,
37140,Ballard County,KY,Kentucky,Ballard County KY,"Paducah, KY-IL",Micropolitan Statistical Area,"8,333",,
37140,Livingston County,KY,Kentucky,Livingston County KY,"Paducah, KY-IL",Micropolitan Statistical Area,"9,423",,
37140,Massac County,IL,Illinois,Massac County IL,"Paducah, KY-IL",Micropolitan Statistical Area,"15,234",,
37140,McCracken County,KY,Kentucky,McCracken County KY,"Paducah, KY-IL",Micropolitan Statistical Area,"65,549",,
37220,Nye County,NV,Nevada,Nye County NV,"Pahrump, NV",Micropolitan Statistical Area,"42,963",,
37260,Putnam County,FL,Florida,Putnam County FL,"Palatka, FL",Micropolitan Statistical Area,"73,263",,
37300,Anderson County,TX,Texas,Anderson County TX,"Palestine, TX",Micropolitan Statistical Area,"58,190",,
37340,Brevard County,FL,Florida,Brevard County FL,"Palm Bay-Melbourne-Titusville, FL",Metropolitan Statistical Area,"547,307",,
37420,Gray County,TX,Texas,Gray County TX,"Pampa, TX",Micropolitan Statistical Area,"22,978",,
37460,Gulf County,FL,Florida,Gulf County FL,"Panama City, FL",Metropolitan Statistical Area,"15,718",,
37460,Bay County,FL,Florida,Bay County FL,"Panama City, FL",Metropolitan Statistical Area,"171,903",,
37500,Greene County,AR,Arkansas,Greene County AR,"Paragould, AR",Micropolitan Statistical Area,"43,163",,
